store_id,product_name,week,units,revenue
M911,mango_shot,2023-07-31,376,370.14
P4904,ginger_doser,2023-10-16,80,137.77
M908,ginger_doser,2023-10-09,371,1268.8
M3389,mango_doser,2023-09-11,26,41.93
N1511,mango_doser,2023-05-08,36,79.67
T4374,ginger_doser,2023-04-24,37,149.75
N5252,ginger_shot,2023-12-25,618,583.07
M6208,mango_doser,2023-01-09,51,149.75
N3964,mango_doser,2023-12-04,318,1048.25
N5240,mango_doser,2023-09-25,61,173.71
M4521,ginger_doser,2023-04-24,151,479.2
P409,mango_doser,2023-07-03,212,640.93
M2135,mango_doser,2023-06-12,183,551.08
N4914,ginger_doser,2023-05-15,236,555.96
M892,ginger_doser,2023-01-30,682,2102.49
P5742,ginger_doser,2023-03-20,89,269.55
T6413,mango_shot,2023-01-30,28,27.86
M892,ginger_shot,2023-03-27,936,983.06
P7269,mango_shot,2023-09-11,131,87.56
P4020,ginger_shot,2023-08-21,158,137.31
N2824,mango_doser,2023-03-06,27,35.94
P2827,mango_doser,2023-12-11,57,245.59
N985,turmeric_doser,2023-09-18,206,575.1
P5714,ginger_doser,2023-06-12,55,83.86
N488,ginger_doser,2023-11-06,254,670.88
M6588,ginger_shot,2023-08-14,1110,1110.42
M2713,mango_doser,2023-12-25,97,293.51
T7248,ginger_doser,2023-06-26,531,1683.19
P2095,mango_doser,2023-04-24,95,251.58
N2242,ginger_doser,2023-12-18,86,359.4
N4632,ginger_doser,2023-05-15,45,108.12
M966,ginger_shot,2023-12-25,348,338.3
N665,ginger_shot,2023-03-20,57,37.05
M3511,ginger_shot,2023-05-15,1124,1160.17
M4176,ginger_doser,2023-01-16,1070,3102.82
M1139,ginger_shot,2023-08-21,287,290.54
N4408,ginger_doser,2023-08-14,217,628.95
M3414,mango_doser,2023-08-14,58,143.76
T6413,mango_doser,2023-08-07,11,47.92
N4519,turmeric_doser,2023-06-26,126,455.29
M4405,mango_doser,2023-04-24,135,365.39
M3476,ginger_shot,2023-04-03,291,322.38
N7028,ginger_doser,2023-08-21,441,1311.81
T4597,ginger_doser,2023-08-14,232,634.94
M7251,ginger_doser,2023-10-02,279,874.97
M1431,turmeric_doser,2023-08-28,36,134.96
P5664,ginger_shot,2023-11-20,993,951.22
M6588,mango_doser,2023-11-27,351,1156.07
N4935,ginger_doser,2023-02-06,198,539.1
P7177,mango_shot,2023-09-04,98,87.56
N6795,turmeric_doser,2023-11-13,32,115.02
M1775,mango_doser,2023-07-17,21,83.86
M3634,ginger_shot,2023-12-11,511,557.2
N488,mango_doser,2023-10-23,108,323.46
N4231,ginger_doser,2023-03-27,1168,3136.6
M2441,mango_shot,2023-09-25,507,475.61
M6838,mango_doser,2023-01-09,44,143.76
N1078,mango_doser,2023-06-19,225,608.31
M5123,mango_doser,2023-05-08,369,1221.96
M1775,ginger_shot,2023-09-11,131,127.36
T1442,turmeric_doser,2023-06-12,33,83.07
M2732,ginger_shot,2023-10-09,1173,1361.74
N6419,mango_doser,2023-04-24,7,29.59
M4138,mango_shot,2023-05-29,800,768.14
M1431,mango_doser,2023-08-21,48,179.7
N1511,ginger_doser,2023-11-27,120,311.48
P6979,turmeric_doser,2023-07-31,170,632.61
M1683,mango_shot,2023-04-03,113,85.57
M2732,ginger_doser,2023-04-10,682,2234.27
N4586,ginger_doser,2023-08-21,45,167.72
M4405,ginger_doser,2023-01-30,338,928.45
M399,mango_doser,2023-08-21,36,161.73
N1349,ginger_shot,2023-05-15,258,294.52
T5916,mango_shot,2023-11-06,42,33.83
M2779,ginger_doser,2023-10-16,413,1340.34
M3715,mango_shot,2023-01-30,167,155.22
N611,turmeric_doser,2023-06-12,9,24.28
N4448,ginger_shot,2023-10-16,222,258.7
M3511,ginger_doser,2023-07-24,864,2677.53
N5072,mango_doser,2023-04-10,55,89.91
M307,mango_shot,2023-04-24,71,87.56
P847,ginger_shot,2023-05-15,279,284.57
M966,mango_shot,2023-11-20,157,157.21
N1494,mango_doser,2023-04-10,132,308.99
P1435,ginger_doser,2023-08-14,373,1198.0
N7028,ginger_shot,2023-03-20,517,375.26
M6135,ginger_shot,2023-01-09,128,121.39
N1525,mango_doser,2023-02-27,69,203.66
M1400,mango_shot,2023-07-17,81,79.6
P4020,mango_shot,2023-01-09,53,73.63
N5348,ginger_doser,2023-01-30,229,604.99
N4384,turmeric_doser,2023-07-03,3,-2.43
M1989,mango_doser,2023-08-21,61,191.68
M5123,ginger_shot,2023-11-27,1459,1512.4
N4514,ginger_doser,2023-07-24,186,551.08
M5950,turmeric_doser,2023-08-28,114,361.93
T5948,mango_shot,2023-12-04,796,827.84
T6899,mango_shot,2023-01-09,460,511.43
M3166,ginger_doser,2023-04-10,66,179.7
T2223,ginger_shot,2023-04-24,120,99.5
M3222,turmeric_doser,2023-06-26,270,931.41
N5252,ginger_shot,2023-08-21,550,553.22
T3857,ginger_doser,2023-02-06,51,161.73
M4112,turmeric_doser,2023-10-16,47,183.86
P6011,ginger_shot,2023-09-25,761,788.04
N1833,ginger_doser,2023-02-20,185,587.02
T7248,ginger_doser,2023-05-29,501,1497.5
N126,turmeric_doser,2023-10-30,36,95.85
M7051,mango_doser,2023-05-01,440,1347.75
M4947,mango_shot,2023-11-27,149,151.24
T2951,ginger_shot,2023-03-06,94,101.49
T246,mango_shot,2023-04-10,75,61.69
T1859,ginger_doser,2023-02-20,92,293.51
M5979,ginger_shot,2023-07-24,513,467.65
M141,mango_shot,2023-03-27,142,127.36
M1321,mango_shot,2023-01-16,343,354.22
N7136,ginger_shot,2023-03-20,244,179.22
P6979,ginger_shot,2023-05-15,981,1038.78
M1775,ginger_shot,2023-10-23,160,187.67
T6413,turmeric_doser,2023-12-04,13,63.9
N2580,mango_doser,2023-05-22,81,238.43
T1442,ginger_shot,2023-01-30,275,262.68
T1873,mango_shot,2023-05-29,366,378.1
N201,ginger_doser,2023-05-22,246,583.85
P3422,mango_doser,2023-11-20,45,143.76
M6022,mango_doser,2023-03-20,38,149.75
N4698,ginger_doser,2023-09-25,183,628.95
N7183,ginger_doser,2023-09-25,72,281.53
T4597,ginger_doser,2023-05-08,223,652.91
P4059,mango_doser,2023-05-15,42,77.87
N83,turmeric_doser,2023-11-06,198,562.32
N4448,mango_doser,2023-11-06,66,221.63
M1315,ginger_doser,2023-05-29,360,1072.21
T1488,mango_shot,2023-02-27,213,214.92
M1146,mango_shot,2023-01-23,58,69.65
M5869,ginger_shot,2023-11-13,207,197.01
M1019,ginger_doser,2023-01-16,357,1126.12
P6620,ginger_doser,2023-08-07,80,257.57
N2953,ginger_doser,2023-01-09,67,215.64
P7269,mango_doser,2023-03-06,91,165.32
M4755,mango_shot,2023-11-06,129,131.34
N5924,ginger_shot,2023-12-11,88,97.51
M727,mango_doser,2023-09-25,112,329.45
T2864,mango_shot,2023-11-27,87,69.65
T2951,mango_shot,2023-08-21,49,49.75
N160,mango_doser,2023-01-30,11,35.94
M739,turmeric_doser,2023-09-18,105,383.4
M4521,ginger_shot,2023-05-01,194,197.01
P7281,turmeric_doser,2023-11-20,76,236.43
P5664,ginger_shot,2023-08-28,982,967.14
N4408,ginger_doser,2023-04-24,180,448.98
N1733,ginger_doser,2023-02-27,212,569.05
N4935,ginger_doser,2023-02-20,220,670.88
T6405,mango_shot,2023-08-28,130,157.21
T1904,ginger_doser,2023-08-07,57,155.74
T1873,ginger_doser,2023-12-11,649,1934.77
M1412,mango_shot,2023-03-13,263,310.44
N231,ginger_doser,2023-01-02,2221,6696.82
M5160,turmeric_doser,2023-10-16,72,258.0
T246,ginger_doser,2023-10-02,167,503.16
T3283,mango_shot,2023-01-16,65,57.71
N4566,mango_doser,2023-07-17,198,569.05
N7258,ginger_doser,2023-12-18,226,658.9
M6331,mango_shot,2023-09-18,233,218.9
M4400,turmeric_doser,2023-10-23,282,1008.9
M5226,ginger_doser,2023-02-27,842,2551.74
M3626,ginger_doser,2023-11-20,371,1120.13
N2074,mango_doser,2023-04-03,114,314.68
T4035,mango_doser,2023-06-05,46,137.77
N2201,turmeric_doser,2023-11-27,15,83.07
P5509,mango_shot,2023-06-05,249,256.71
T4809,mango_shot,2023-08-28,142,137.31
N5214,ginger_doser,2023-08-21,149,401.33
N1838,turmeric_doser,2023-06-26,103,264.07
N2953,mango_doser,2023-06-26,20,15.36
M3511,mango_doser,2023-02-13,302,910.48
M1412,mango_doser,2023-12-25,190,479.2
N807,mango_doser,2023-02-06,42,89.85
P3422,mango_doser,2023-08-14,60,179.7
T2223,ginger_doser,2023-04-24,75,257.57
N4602,ginger_doser,2023-05-15,26,77.87
T4035,mango_doser,2023-04-03,29,83.86
T4999,turmeric_doser,2023-09-18,41,127.8
T4999,ginger_doser,2023-01-23,172,395.34
M733,ginger_doser,2023-11-27,715,2084.52
N3239,ginger_doser,2023-03-27,41,99.01
M3932,ginger_shot,2023-02-06,143,125.37
P4379,mango_doser,2023-07-17,149,389.35
T17,ginger_doser,2023-06-05,428,1323.79
M6022,mango_doser,2023-06-12,27,53.91
M31,ginger_shot,2023-10-16,809,906.81
N5185,ginger_doser,2023-10-16,231,640.93
N4578,ginger_doser,2023-12-11,713,2276.2
M2477,mango_doser,2023-08-07,365,1078.2
N143,ginger_doser,2023-02-13,62,197.67
N7028,mango_doser,2023-05-29,153,358.5
M5179,mango_shot,2023-09-25,215,226.86
N3057,mango_doser,2023-05-29,463,981.61
P847,mango_doser,2023-03-13,68,138.97
T3857,ginger_shot,2023-01-23,78,73.63
M3527,turmeric_doser,2023-07-10,149,469.28
M6500,ginger_shot,2023-02-13,90,73.63
N1838,ginger_doser,2023-09-04,509,1401.66
N4935,ginger_doser,2023-05-29,189,409.15
M3806,mango_doser,2023-10-23,75,271.89
M307,ginger_doser,2023-09-04,116,377.37
N4935,mango_doser,2023-12-25,87,341.43
N160,ginger_doser,2023-10-02,63,137.77
N5962,turmeric_doser,2023-07-24,7,31.95
N4582,ginger_doser,2023-04-10,73,215.64
P2464,ginger_shot,2023-05-29,83,63.68
P5742,mango_doser,2023-01-16,27,95.84
M4176,ginger_doser,2023-12-18,1147,3570.04
P1031,mango_doser,2023-05-01,58,125.79
N4614,ginger_shot,2023-12-04,222,210.94
M7251,turmeric_doser,2023-07-03,53,174.83
N3990,mango_doser,2023-10-30,68,203.66
P2642,turmeric_doser,2023-10-23,35,166.14
N4935,mango_doser,2023-01-09,71,215.64
T17,ginger_doser,2023-05-15,450,1401.66
M2135,mango_doser,2023-11-27,212,724.79
M3389,ginger_shot,2023-05-08,100,113.43
M1892,ginger_doser,2023-03-06,1014,2995.0
M3187,ginger_shot,2023-04-17,295,316.41
M5296,mango_shot,2023-03-06,166,181.09
N985,mango_doser,2023-04-17,266,747.73
N5130,turmeric_doser,2023-08-07,19,89.46
T1873,mango_doser,2023-12-11,261,652.91
M3511,turmeric_doser,2023-08-07,284,1023.42
M5179,mango_shot,2023-02-06,231,252.73
N7183,turmeric_doser,2023-12-04,8,38.34
N611,ginger_shot,2023-01-09,44,53.73
N1885,mango_doser,2023-08-21,133,359.4
N5924,mango_doser,2023-01-23,23,83.86
M4521,mango_shot,2023-05-22,87,101.49
P1150,ginger_shot,2023-03-20,196,206.96
P2827,mango_shot,2023-02-06,60,63.68
T5438,mango_shot,2023-07-10,41,47.76
M3656,turmeric_doser,2023-09-25,54,153.36
N4935,ginger_doser,2023-05-08,174,504.18
T2964,turmeric_doser,2023-11-06,30,115.02
T4641,turmeric_doser,2023-11-20,110,357.84
M4521,mango_shot,2023-01-02,82,95.52
T1488,ginger_doser,2023-04-17,398,1162.06
N5252,mango_doser,2023-10-02,170,473.21
T6405,turmeric_doser,2023-10-16,57,159.75
N3702,ginger_doser,2023-09-11,83,185.69
P5813,mango_shot,2023-05-15,70,67.66
M301,ginger_shot,2023-09-11,577,539.29
M6588,ginger_shot,2023-05-08,1064,1060.67
N811,ginger_doser,2023-05-01,108,290.22
N210,ginger_doser,2023-11-20,1095,3312.47
T4948,ginger_doser,2023-01-16,924,2863.22
T4948,ginger_doser,2023-06-05,999,2911.14
M3511,mango_doser,2023-12-04,355,1036.27
M3389,mango_doser,2023-08-14,27,101.83
M6331,mango_doser,2023-07-31,174,599.0
N5240,ginger_doser,2023-07-24,157,521.13
T3283,ginger_shot,2023-05-08,164,159.2
N6356,mango_doser,2023-05-29,210,532.63
M6135,mango_shot,2023-01-02,77,77.61
N1585,mango_doser,2023-02-20,361,1078.2
N811,ginger_shot,2023-10-09,138,153.23
N1494,mango_doser,2023-02-20,122,239.6
N2581,mango_doser,2023-10-16,73,245.59
M995,mango_doser,2023-09-11,294,820.63
N6215,turmeric_doser,2023-09-18,172,440.91
P6131,ginger_doser,2023-01-23,154,413.31
N455,ginger_doser,2023-08-07,334,1048.25
M6135,turmeric_doser,2023-06-05,42,153.36
P6590,mango_doser,2023-07-10,70,191.68
M3511,mango_doser,2023-12-25,394,1048.25
M6844,mango_shot,2023-01-16,209,222.88
M6749,mango_shot,2023-07-03,682,664.66
P1808,ginger_shot,2023-10-09,102,123.38
P6590,ginger_doser,2023-07-31,134,413.31
P2252,ginger_shot,2023-05-08,112,125.37
P794,turmeric_doser,2023-07-24,29,108.63
M3222,ginger_doser,2023-03-06,827,2527.78
T1393,ginger_doser,2023-12-18,53,125.79
P409,mango_doser,2023-08-07,199,622.96
P2812,ginger_doser,2023-12-04,133,365.39
M5081,ginger_doser,2023-11-13,480,1497.5
M2477,ginger_doser,2023-02-20,996,3024.95
M6407,mango_shot,2023-12-25,588,595.01
M299,ginger_shot,2023-03-06,382,392.03
N4193,mango_doser,2023-11-06,22,71.88
N7028,mango_doser,2023-05-15,144,335.74
N126,ginger_doser,2023-02-20,136,365.39
M4228,ginger_shot,2023-12-04,376,360.19
M1146,mango_shot,2023-08-21,82,91.54
N2349,mango_doser,2023-09-11,99,263.56
M4400,mango_doser,2023-05-01,290,838.6
N5758,mango_doser,2023-09-11,369,1096.17
N1256,turmeric_doser,2023-09-11,44,134.19
M6875,ginger_doser,2023-01-30,99,293.51
T4809,turmeric_doser,2023-12-04,61,198.09
P3209,ginger_shot,2023-07-24,510,507.45
T17,ginger_doser,2023-06-26,457,1305.82
N4582,ginger_doser,2023-03-20,78,239.6
P4020,ginger_doser,2023-01-23,110,347.42
N3838,ginger_doser,2023-07-17,139,332.89
M3187,mango_doser,2023-10-30,143,445.76
N3141,ginger_doser,2023-03-27,573,1356.05
T6899,ginger_shot,2023-11-27,1239,1430.81
P1150,ginger_doser,2023-02-27,160,449.25
N5252,ginger_doser,2023-06-12,396,1188.75
N3057,mango_doser,2023-09-18,542,1683.19
T1904,ginger_shot,2023-12-04,100,97.51
P684,turmeric_doser,2023-07-10,40,134.19
N4332,ginger_shot,2023-08-21,52,43.78
N7183,mango_doser,2023-11-27,33,107.82
M3656,ginger_shot,2023-05-01,280,242.78
M6022,ginger_shot,2023-11-13,143,159.2
N2581,mango_doser,2023-12-11,77,275.54
N4380,ginger_doser,2023-02-06,783,2258.23
N1908,ginger_doser,2023-10-09,53,113.81
M4657,ginger_doser,2023-08-21,83,263.56
P4379,mango_shot,2023-10-16,251,254.72
M2124,mango_doser,2023-05-22,88,143.76
P3957,ginger_doser,2023-11-20,62,197.67
T5948,ginger_doser,2023-03-13,1161,3336.43
T2010,ginger_shot,2023-08-14,176,199.0
N1164,turmeric_doser,2023-10-23,117,261.99
T4641,ginger_shot,2023-11-06,640,612.92
N3748,ginger_shot,2023-05-22,1067,925.21
M3932,mango_shot,2023-11-20,60,45.77
N719,turmeric_doser,2023-08-28,86,249.21
M968,ginger_doser,2023-07-03,412,1192.01
M3634,ginger_doser,2023-05-01,399,1299.83
T848,mango_doser,2023-07-31,54,137.77
N796,ginger_doser,2023-05-01,219,481.42
T4948,mango_doser,2023-12-25,391,1203.99
P6620,mango_shot,2023-08-14,46,41.79
N4305,mango_doser,2023-07-03,310,736.92
N3328,turmeric_doser,2023-11-06,31,121.41
P2642,ginger_shot,2023-06-05,234,244.77
M6022,mango_doser,2023-04-10,22,53.91
P1031,mango_shot,2023-05-08,100,107.46
N1838,mango_doser,2023-10-30,205,527.12
P847,mango_doser,2023-11-06,86,233.61
M3222,mango_shot,2023-05-22,483,485.56
M733,turmeric_doser,2023-07-03,217,710.57
N6356,mango_doser,2023-07-03,212,525.8
M1051,ginger_shot,2023-02-06,677,658.69
M4228,mango_shot,2023-09-18,168,159.2
N488,ginger_shot,2023-09-18,320,332.33
M3626,ginger_doser,2023-08-14,383,1108.15
N6356,ginger_doser,2023-02-06,593,1743.09
M5994,mango_shot,2023-03-06,359,304.47
M31,mango_doser,2023-08-21,151,455.24
N1535,ginger_shot,2023-11-20,687,706.45
N1256,mango_doser,2023-01-23,56,179.7
M3369,ginger_doser,2023-08-14,608,1826.95
N5537,ginger_doser,2023-04-24,897,2357.57
N2175,ginger_shot,2023-07-31,99,113.43
P1169,mango_doser,2023-02-06,198,581.03
N3781,ginger_doser,2023-09-04,192,563.06
N1704,ginger_doser,2023-03-06,90,299.5
P2095,mango_doser,2023-05-29,82,281.53
N1622,mango_doser,2023-04-17,16,23.9
M7337,turmeric_doser,2023-08-07,54,192.21
N4582,turmeric_doser,2023-10-16,13,63.9
N1962,mango_doser,2023-01-23,136,407.32
M4918,ginger_doser,2023-04-10,854,2551.74
N3637,ginger_shot,2023-12-11,449,441.78
P3209,mango_doser,2023-08-21,155,461.23
P5714,mango_doser,2023-01-16,21,71.88
P4379,ginger_doser,2023-02-13,446,1437.6
M4947,turmeric_doser,2023-11-20,64,261.99
P5675,mango_shot,2023-06-05,58,53.73
T17,mango_shot,2023-03-27,257,252.73
T1859,ginger_doser,2023-02-27,97,359.4
N151,ginger_doser,2023-03-20,279,722.12
M733,mango_doser,2023-02-13,235,718.8
M3794,turmeric_doser,2023-07-17,58,203.46
N5758,mango_doser,2023-02-20,319,946.42
T1268,ginger_doser,2023-10-16,137,359.4
N3453,mango_doser,2023-04-24,64,169.58
N3494,turmeric_doser,2023-11-27,11,19.17
N973,ginger_doser,2023-01-30,907,2773.37
M4755,ginger_shot,2023-02-20,274,288.55
T115,mango_doser,2023-12-25,128,437.27
P7147,ginger_shot,2023-07-17,63,55.72
N4384,mango_doser,2023-04-10,11,15.36
N1349,ginger_shot,2023-01-09,322,336.31
M1146,mango_shot,2023-05-29,70,79.6
N5006,turmeric_doser,2023-09-18,143,498.42
M4138,ginger_doser,2023-04-24,1515,4642.25
M7251,mango_shot,2023-01-16,94,95.52
P2827,ginger_shot,2023-02-06,163,181.09
M3685,ginger_doser,2023-02-27,354,1108.15
P1026,mango_doser,2023-12-04,220,742.76
P6102,ginger_shot,2023-04-24,477,457.7
M809,ginger_doser,2023-05-29,2045,6229.6
T115,turmeric_doser,2023-07-10,67,153.36
N386,turmeric_doser,2023-11-13,52,198.09
M2732,mango_doser,2023-03-13,216,575.04
T4597,mango_shot,2023-04-17,132,157.21
N7258,ginger_shot,2023-04-17,249,199.07
P3214,mango_doser,2023-11-13,26,89.85
M6588,ginger_shot,2023-12-04,1066,1108.43
M1412,ginger_doser,2023-05-15,403,1251.91
N6356,ginger_shot,2023-10-23,825,855.7
M5223,mango_shot,2023-10-16,691,789.34
M1928,ginger_doser,2023-07-17,727,2342.09
M4918,mango_doser,2023-05-15,293,862.56
T2951,ginger_doser,2023-09-11,60,173.71
N5252,mango_doser,2023-10-09,159,413.31
M7051,mango_doser,2023-09-25,465,1347.75
M1051,mango_shot,2023-06-26,296,306.46
N1702,ginger_shot,2023-02-13,130,145.27
T1904,ginger_shot,2023-10-30,107,117.41
M4521,mango_shot,2023-10-30,147,162.21
P6011,ginger_doser,2023-10-02,590,1701.16
P6102,mango_shot,2023-08-21,247,226.86
P5675,turmeric_doser,2023-07-31,28,76.68
M301,ginger_shot,2023-05-22,612,595.01
M5226,mango_doser,2023-11-20,352,1030.28
N4586,ginger_doser,2023-04-10,37,129.74
T2951,ginger_doser,2023-09-04,73,281.53
N201,ginger_shot,2023-12-04,354,352.23
T4035,ginger_doser,2023-01-02,117,275.54
P3454,mango_shot,2023-08-07,85,75.62
P7147,ginger_doser,2023-01-16,46,137.77
P3957,turmeric_doser,2023-11-27,23,95.85
M968,ginger_shot,2023-06-26,729,846.07
P5813,ginger_shot,2023-05-15,129,135.32
N457,ginger_shot,2023-09-04,191,195.02
M299,ginger_shot,2023-07-31,366,439.79
M2016,turmeric_doser,2023-08-21,37,157.45
M2441,mango_doser,2023-07-17,298,934.44
T4777,turmeric_doser,2023-09-11,91,300.33
P4904,mango_shot,2023-07-31,47,37.81
T2964,mango_shot,2023-06-05,52,49.75
N4514,ginger_doser,2023-02-06,180,455.24
N7315,ginger_doser,2023-03-13,246,778.7
N3078,ginger_doser,2023-06-05,952,2448.05
N302,mango_doser,2023-01-16,186,551.08
P4819,mango_doser,2023-01-09,103,293.51
N2875,ginger_doser,2023-07-17,719,1804.46
M1799,turmeric_doser,2023-07-31,317,1087.83
N4519,mango_doser,2023-01-30,202,616.97
N4235,ginger_shot,2023-09-25,80,85.57
M2797,mango_shot,2023-07-17,439,427.85
N6419,ginger_shot,2023-12-04,37,35.82
N5661,mango_doser,2023-05-08,294,695.95
M4405,mango_shot,2023-06-19,206,238.8
N2349,ginger_doser,2023-07-17,204,610.59
N2814,turmeric_doser,2023-07-03,30,88.63
M3685,ginger_shot,2023-11-06,480,479.59
M6222,ginger_shot,2023-03-13,629,589.04
M3476,ginger_doser,2023-06-05,319,1138.58
M6407,turmeric_doser,2023-07-17,317,1062.27
M5296,mango_doser,2023-06-26,110,287.52
M2962,ginger_doser,2023-10-30,551,1812.57
N5962,turmeric_doser,2023-07-17,8,18.82
M4637,mango_shot,2023-09-18,274,260.69
M995,ginger_shot,2023-10-02,1460,1619.02
N5312,ginger_doser,2023-05-29,67,150.8
M4755,ginger_shot,2023-11-13,252,214.92
M1892,mango_doser,2023-11-27,420,1389.68
N4914,ginger_doser,2023-02-27,221,652.91
T1393,ginger_shot,2023-11-06,89,81.59
M38,turmeric_doser,2023-11-20,40,178.92
T4641,ginger_shot,2023-01-09,594,648.74
P2698,mango_doser,2023-09-25,123,413.31
N1893,mango_doser,2023-04-03,423,1126.72
N973,ginger_doser,2023-01-02,907,2629.61
T7248,mango_doser,2023-06-12,196,545.09
N3788,turmeric_doser,2023-10-09,15,44.73
N4448,ginger_shot,2023-07-24,207,222.88
M5786,ginger_shot,2023-05-08,227,204.97
T1488,ginger_shot,2023-07-10,482,499.49
M908,ginger_shot,2023-09-11,294,242.78
P1031,turmeric_doser,2023-09-25,48,140.58
N4384,turmeric_doser,2023-11-20,11,44.73
M278,ginger_shot,2023-09-18,343,332.33
M5719,mango_shot,2023-11-13,172,127.36
M399,mango_shot,2023-10-02,63,67.32
N1765,turmeric_doser,2023-10-16,75,185.31
M3414,ginger_doser,2023-08-07,137,365.39
N4656,mango_doser,2023-06-12,293,730.66
M3794,mango_shot,2023-06-19,120,91.54
M5979,ginger_shot,2023-10-09,739,773.86
M1019,turmeric_doser,2023-12-25,106,351.45
M5123,mango_doser,2023-08-28,416,1239.93
M5081,mango_shot,2023-06-12,262,264.67
N6760,ginger_shot,2023-01-30,540,515.41
P4904,mango_shot,2023-06-05,31,17.91
N7136,ginger_doser,2023-03-20,171,466.62
M7215,mango_shot,2023-12-04,383,376.11
N6356,turmeric_doser,2023-11-06,168,479.25
N2147,ginger_doser,2023-05-15,127,345.98
T3528,ginger_shot,2023-07-03,95,87.56
M2477,mango_shot,2023-01-02,566,547.25
M5786,mango_doser,2023-01-02,45,71.88
N2201,ginger_shot,2023-09-04,59,39.8
N6514,turmeric_doser,2023-11-27,32,102.24
M307,ginger_doser,2023-03-06,110,407.32
M6208,ginger_shot,2023-12-18,194,191.04
T2964,ginger_doser,2023-07-31,129,347.42
N6234,ginger_doser,2023-10-30,249,826.62
N2314,mango_doser,2023-12-25,110,371.38
T1904,mango_shot,2023-05-29,47,35.82
T848,ginger_shot,2023-05-22,165,165.17
M317,ginger_doser,2023-11-20,61,209.65
M6222,turmeric_doser,2023-12-11,118,440.91
T848,ginger_doser,2023-04-17,124,401.33
N5962,turmeric_doser,2023-10-02,13,44.73
P683,mango_shot,2023-10-30,36,43.78
N1525,mango_doser,2023-12-18,95,233.61
M4755,mango_doser,2023-04-17,66,137.77
N488,ginger_doser,2023-03-13,253,760.73
N231,mango_doser,2023-07-03,749,1898.92
N5214,mango_doser,2023-05-08,36,113.24
M739,mango_shot,2023-10-02,362,408.5
N2795,ginger_doser,2023-10-02,120,443.26
P5509,ginger_shot,2023-04-17,586,563.17
T5948,ginger_shot,2023-11-27,1603,1568.12
N4384,turmeric_doser,2023-11-06,9,25.56
N1962,ginger_doser,2023-01-16,396,1090.18
M4112,ginger_shot,2023-11-13,179,195.02
T4035,turmeric_doser,2023-09-18,24,51.12
M4041,mango_shot,2023-08-14,324,282.58
N3637,turmeric_doser,2023-07-24,71,217.26
M2447,mango_shot,2023-11-27,110,99.5
N3964,ginger_doser,2023-03-20,729,1814.7
N4766,turmeric_doser,2023-07-31,264,900.99
N985,mango_doser,2023-02-13,294,880.53
M5979,turmeric_doser,2023-08-07,112,383.4
N3990,turmeric_doser,2023-06-19,32,75.27
N4519,mango_doser,2023-04-24,187,547.43
N126,turmeric_doser,2023-08-07,25,76.68
N2147,mango_doser,2023-03-27,45,107.55
P2642,mango_shot,2023-06-26,102,129.35
N2314,ginger_shot,2023-07-24,355,360.19
T4885,ginger_shot,2023-01-16,101,81.59
N12,mango_doser,2023-08-28,351,1018.3
N1908,mango_doser,2023-10-09,22,71.88
N7136,ginger_doser,2023-07-10,212,503.04
N2973,ginger_doser,2023-12-04,154,407.32
N6356,ginger_shot,2023-01-16,812,786.05
M2630,mango_shot,2023-07-10,139,135.32
M7215,ginger_shot,2023-05-29,804,823.86
N2487,turmeric_doser,2023-10-23,36,140.58
N3838,ginger_doser,2023-07-10,116,262.33
N83,ginger_doser,2023-11-13,728,2102.49
N386,turmeric_doser,2023-10-23,62,185.31
N5214,mango_doser,2023-09-18,52,155.74
T4809,ginger_shot,2023-10-23,298,308.45
N6298,ginger_shot,2023-04-03,788,698.35
T2448,turmeric_doser,2023-06-05,79,313.11
M1051,turmeric_doser,2023-10-30,176,499.15
P2698,ginger_doser,2023-06-05,344,1012.31
M4400,turmeric_doser,2023-06-19,201,585.84
P1150,mango_doser,2023-04-10,53,179.7
M1019,ginger_shot,2023-03-13,495,571.13
M2713,ginger_shot,2023-02-27,319,342.28
P322,ginger_shot,2023-01-09,63,79.6
P4020,turmeric_doser,2023-09-11,22,95.85
N2349,ginger_doser,2023-08-21,231,610.98
N5130,ginger_doser,2023-02-13,96,407.32
M2529,ginger_shot,2023-06-19,978,1154.48
N2824,mango_doser,2023-11-06,36,125.79
M4041,ginger_shot,2023-01-16,622,610.93
P6620,ginger_doser,2023-05-01,78,263.56
P3209,ginger_doser,2023-05-01,386,1245.92
M1051,ginger_doser,2023-07-24,565,1545.42
P4243,ginger_doser,2023-04-24,353,1018.3
M3685,ginger_doser,2023-09-11,375,1042.26
P3195,turmeric_doser,2023-12-11,26,102.24
M3954,ginger_shot,2023-03-20,190,179.1
M739,ginger_shot,2023-01-09,554,606.95
M1892,mango_doser,2023-02-27,359,1018.3
T3883,ginger_shot,2023-03-20,96,91.54
N716,mango_doser,2023-09-11,87,317.47
M4637,turmeric_doser,2023-12-04,125,306.72
M1683,turmeric_doser,2023-07-31,62,194.26
N3838,turmeric_doser,2023-07-24,24,70.29
M3052,turmeric_doser,2023-09-11,49,134.19
T3883,mango_doser,2023-08-28,25,83.86
N7050,ginger_doser,2023-03-06,82,215.64
N611,mango_doser,2023-02-13,17,47.92
N6196,mango_doser,2023-08-21,93,269.55
T115,mango_shot,2023-12-25,183,197.01
M1146,mango_doser,2023-07-31,37,119.8
